Url,Liste_Fiyat
https://www.sahibinden.com/ilan/emlak-konut-kiralik-oztas-yapidan-kiralik-2-plus1-daire-deniz-manzarali-guney-cephe-1272473300/detay,18.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-incesu-da-kiralik-esyali-daire-1268814608/detay,13.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-ultra-lux-esyali-deniz-manzarali-merkezi-konumda-genis-1-plus1-1248728205/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-19-mayis-bulvarinda-genis-ve-luks-daire-1291021948/detay,17.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-b.k-kesim-den-turkis-merkezde-muayeneye-uygun200m2-kiralik-ofis-1291022301/detay,80.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-tramvaya-1-sokak-deniz-manzarali-esyali-1-plus1-1285254816/detay,14.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yenimahalle-de-tramvay-a-1-sokak-mesafe-de-kiralik-1-plus1-daire-1291016244/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-toplu-ulasima-yakin-genis-kiralik-1-plus1-1285428367/detay,10.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-tan-kiralik-2-plus1-daire-1285451820/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-3-plus1-ters-dubleks-daire-kiralik-1273377365/detay,21.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atasehir-den-atakent-te-cagalogluna-yakin-mutfak-salon-ayri-2-plus1-1285419470/detay,20.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-fbm-rezidans-da-luxury-sifir-esyali-konforlu-genis-1-plus1-daireler-1285340960/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakent-de-sahile-yurume-mesafesinde-ultra-luxury-2-plus1-daire-1124844331/detay,30.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-garanti-den-atakum-nisantasi-cd-kiralik-2-plus1-daire-1291000008/detay,27.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-samsun-atakum-yenimahalle-mah-kiralik-2-plus1-site-ici-daire-1285402211/detay,27.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-ara-kat-cam-balkonlu-ebeveynli-genis-kiralik-3-plus1-daire-1291007925/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-realtek-gayrimenkul-den-atakum-da-1-plus1-esyali-lux-sifir-daire-1225354439/detay,16.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-esyali-atakum-korfez-1-plus1-kiralik-tramvaya-100-metre-1274203249/detay,16.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-buyukoyumca-da-kiralik-1-plus1-daire-1290998902/detay,10.450 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-remax-parla-dan-tramvaya-1-dk-yurume-mesafede-kiralik-2-plus1-daire-1285291723/detay,22.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-samyap-tan-turkis-merkezinde-tadilatli-ara-kat-3-plus1-daire-1290992699/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-devyap-tan-kiralik-1-plus1-1290994965/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bilge-emlaktan-gokdelenler-bolgesinde-bulvara-cephe-2-plus1-kiralik-1273349748/detay,23.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-beypinar-da-sifir-luks-genis-1-plus1-kiralik-daire-1273320943/detay,12.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-omurleri-konumda-1-plus1-kiralik-daire-1282171033/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-depozitosuz-tramvayin-dibi-full-esyali-1-plus1-daire-1290986274/detay,14.250 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yok-acik-otopark-cok-uygun-sb2f-kiralik-bu-fiyata-yok-ferah-846825845/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-yenimahallede-ful-manzara-esyali-kiralik-1290991262/detay,18.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-hedeften-univ-eczaneler-tramvay-duraginda-kiralik-1-plus1-esy.daire-1290984524/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-turkev-emlak-samet-sayar-dan-esenevler-de-kiralik-1-plus1-daire-1267143476/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-guzelyali-mah-kiralik-3-plus1-daire-1279315015/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-genis-kullanisli-kurumsal-marketlere-yakin-1266379903/detay,9.800 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-cb-amaozn-gayrimenkul-den-4-plus1-luks-kiralik-villa-1283554756/detay,175.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-alan-emlak-depozito-yok-mukemmel-konum-tramvaya-yakin-ara-kat-1290970041/detay,18.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-panorama-evleri-1-plus1-esyali-1285361394/detay,13.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakent-mah.sahile-50mt-klimali-net-70m-terasli-esyali-1-plus1-1290970257/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-ozkurt-inssat-emlak-tan-mevlana-da-kiralik-luks-esyali-1-plus1-1284124875/detay,19.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-full-esyali-bulvara-cephe-kiralik-1-plus1-daire-1274186831/detay,15.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-pehlivan-gayrimenkulden-2-plus1-esyali-kiralik-daire-1290837610/detay,18.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yatirim-plus-tan-cagalogluna-yakin-sifir-kiralik-1-plus1-daire-1279255061/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-mevlana-mahallesi-1-plus1-bos-daire-bornova-caddesi-ust-sokaginda-1285358258/detay,7.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-da-mutfak-ayri-kiralik-2-plus1-1285217184/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-ekip-emlak-bahcesehir-koleji-yani-bulvara-2-bina-luks-3-plus1-1290955289/detay,27.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-akman-sahile-200m-tramvay-alti-cam-balkonlu-ultra-luks-2-plus1-daire-1284961963/detay,23.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-korfezde-kiralik-2-plus1-salon-mutfak-bir-sik-daire-1290949249/detay,16.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-durak-emlaktan-mevlana-da-sifir-esyali-kiralik-2-plus1-luks-daire-1290728739/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-truva-onur-gunduzcu-den-cagalogluna-cephe-genis-kiralik-3-plus1-1290943310/detay,35.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-sammarin-evleri-nde-full-deniz-manzarali-3-plus1-kiralik-dair-1285287276/detay,37.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-acik-otopark-merkezi-konum-acil-emsalsiz-konumda-sb2f-21-var-846863781/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-turk-is-medikal-park-kiralik-esyali-3-plus1-1224256881/detay,39.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-guzelyali-sahile-ikinci-bina-3-plus1-daire-1285355152/detay,33.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-samyap-tan-atakum-cobanli-da-luks-esyali-kiralik-1-plus1-daire-1279241795/detay,15.250 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-truva-ahmet-ten-kiralik-hesapli-3-plus1-genis-daire-hem-de-sitede-1290925631/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sifir-esyali-deniz-manzarali-genis-metrekareli-1-plus1-1290919991/detay,25.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yasemin-den-atakum-korfez-2-plus1-mutfak-ayri-kiralik-daire-1279220314/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-remax-park-yeni-mahalle-1-plus1-esyali-kiralik-1285312310/detay,13.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-samyap-tan-atakum-atakent-te-tramvaya-cephe-3-plus1kiralik-daire-1290914858/detay,28.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahile-cok-yakin-1291078634/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-esyali-kiralik-1290909299/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yenimahalle-tramvaya-yurume-mesafesinde-3-plus1-kiralik-daire-1285327470/detay,22.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-egem-emlak-tan-sahilde-deniz-manzarali-kiralik-2-plus1-cati-kati-1187302005/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yenimahalle-tramvaya-yurume-mesafesinde-3-plus1-kiralik-daire-1285327470/detay,22.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-egem-emlak-tan-sahilde-deniz-manzarali-kiralik-2-plus1-cati-kati-1187302005/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-taflanda-merkezi-bolgede-kiralik-bahceli-mustakil-ev-1243265959/detay,37.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-korfez-1-plus1-genis-daire-1290878808/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-luxus-ulku-den-atakum-sahilde-luks-kiralik-loft-1-plus1-daire-1285310468/detay,24.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-deha-gayrimenkulden-aydinlik-caddesinde-kiralik-3-plus1-1279192298/detay,27.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-2-plus0-esyali-daire-1285291655/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-konut-acik-otopark-lux-41-doga-sb2f-var-fiyat-dustu-846854724/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-kuvvet-ten-bulvara-cephe-full-deniz-full-sifir-esyali1-plus1-1272671738/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-nisantasi-cad-200mt-tramvaya-3dk-site-icinde-150m2-3-plus1-1286797277/detay,32.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-full-deniz-manzara-4-plus1-site-ici-daire-1288094317/detay,38.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-kurupelit-tramvay-duragina-cephe-lux-1-plus1-1136436061/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-esenevler-mahallesinde-yerden-isitmali-bahce-kati-1-plus-1-1285221405/detay,10.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-tan-deniz-manzarali-sifir-esyali-kiralik-1-plus1-daire-1285290400/detay,14.250 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-emlekkent-ten-atakum-rezidans-ta-genis-kiralik-esyali-1-plus1-1279015986/detay,10.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-marka-dan-toplu-konut-bulvarinda-2-plus1-kiralik-daireler-1288290952/detay,17.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-tuyaptan-kiralik-esyali-1-plus1-1290863709/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-royal-diamond-an-atakum-da-luks-her-sey-dahil-kiralik-1-plus1-daire-1290862464/detay,23.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-cobanli-tramvay-alt-kisim-3-plus1-giris-kat-kiralik-daire-1288946231/detay,16.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-akgun-kurumsal-dan-korfez-de-genis-kiralik-esyali-1-plus1-daire-1290860427/detay,16.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-3-plus1-asal-petrol-karsisi-denize-sifir-firsat-kiralik-1274342070/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-3-plus1-kiralik-deniz-manzarali-genis-daire-1258522295/detay,26.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-atakum-korfez-mah.kiralik-sifir-1-plus1-daire-1216015160/detay,12.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-royal-diamond-an-toplu-konut-blvrn-da-kiralik-1-plus1-daire-1285275920/detay,10.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-serenity-evlerinde-esyali-kiralik-1-plus1-daire-1261678695/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yenimahalle-tramvaya-yurume-mesafesinde-1-plus1-1290856481/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yilbasina-bu-dairede-girin-sifir-ultra-luks-1-plus1-esyali-daire-1290853704/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-44-gayrimenkulden-deniz-manzarali-genis-3-plus1-daire-1290851661/detay,39.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sifir-esyali-sifir-daire-ara-kat-1290832647/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-rewell-yenimahalle-de-tramvay-alti-sifir-cam-balkonlu-1-plus1-1273007316/detay,15.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-korfez-mah-giris-kati-1-plus1-esyali-kiralik-daire-1261940361/detay,12.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-can-emlak-tan-1-plus1-luks-tasarim-kiralik-daire-1290837184/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlaktan-atakum-pamuklu-bulvarin-da-kiralik-1-plus1-1278772107/detay,11.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-daire-ferah-cok-sb2f-acik-otopark-son-3-gun-11-var-846838643/detay,50.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yeni-devlet-hastanesinin-acil-kapisinda-esyasiz-kiralik-daire-1290839291/detay,13.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-can-emlaktan-3-plus1-kiralik-daire-1285222260/detay,33.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-plato-villarinda-kiralik-havuzlu-luks-7-plus1-villa-1290668779/detay,85.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-can-emlak-tan-1-plus1-kiralik-esyali-daire-1290825415/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-nu-teras-evlerinde-cadde-cephe-deniz-manzarali-kiralik-esyali2-plus1-1285075308/detay,50.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-loft-65m2-full-esyali-atakum-korfez-de-1290965848/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-daire-3-plus1-incesuda-deniz-ve-doga-manzarali-1235930877/detay,19.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-omurevlerinde-tramwaya-1dk-esyali-kiralik-1279044523/detay,14.750 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-emlak-kent-ten-esyali-sifir-1-plus1-kiralik-daire-1184622345/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-havuzlu-site-ici-giyinme-odali-3-plus1-kiralik-1290818938/detay,35.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-marka-dan-yeni-mah.de-site-icerisinde-esyali-kiralik-1-plus1-daire-1288235870/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-karayollari-ustu-panaromik-deniz-manzarali-1-plus1-daire-1251147392/detay,14.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-pelitkoy-1-plus1-sifir-esyali-daire-kiralik-1248931560/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-korfezde-1-plus0-ofis-kiralik-1248991898/detay,30.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-denize-3-bina-sahilde-masrafsiz-dubleks-kiralik-1267957079/detay,26.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-tan-170-m2-kiralik-daire-1290813272/detay,27.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-hedeften-rektorluk-tramvay-duragi-karsisi-yakin-full-esyali-1-plus1-1290976625/detay,14.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-turkis-cagaloglunun-bir-sokak-ustunde-kiralik-2-plus1-daire-1290802840/detay,19.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-pehlivan-gayrimenkulden-2-plus1-kiralik-daire-1278306854/detay,16.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-ub-group-tan-deniz-manzarali-mutfak-ayri-kiralik-2-plus1-1288005978/detay,20.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-3-plus1-turkiste-merkezi-konumda-genis-daire-1290800743/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-bulut-emlak-tan-ulasima-yakin-kiralik-genis-1-plus1-daire-1284993253/detay,11.250 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-promade-emlak-tan-atakum-korfez-alyse-park-ta-kiralik-1-plus1-1270040914/detay,12.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atasoy-gyo-dan-korfezde-tramvay-yakini-esyali-1-plus1-kiralik-1278250154/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-yenimahalle-tramvay-altinda-sahile-100mt-katta-tek-kip-2-plus1-daire-1275791273/detay,17.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-ondokuz-mayis-bulvarina-cephe-esyali-1-plus1-1243220179/detay,16.750 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-deka-gayrimenkul-den-ful-sifir-esyali-ara-kat-1-plus1-kiralik-daire-1285167091/detay,15.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-esyali-kiralik-1-plus1-daire-1277454506/detay,12.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-beypinar-mahallesi-full-deniz-manzarali-lux-2-plus1-daire-1285038176/detay,18.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sifir-esyali-1-plus1-daire-1290761500/detay,17.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-mavi-atlas-tan-atakum-turkis-tramvaya-cephe-kiralik-1-plus1-ofis-1290759873/detay,23.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-kiralik-daire-1290759708/detay,32.500 TL
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-revizyon-abonelikler-acik,y.mahalle-sahile-2.bina,klimali-1-plus1-1233722737/detay",30.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-cok-uygun-ferah-daire-bu-sb2f-yok-var-acik-otopark-21-846744260/detay,21.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-mustafa-ozgun-den-kiralik-esyali-genis-ferah-luks-1-plus1-1267472136/detay,13.750 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-revizyon-marina-burak-tan-sifir-esyali-kiralik-1-plus1-luks-daire-1290754746/detay,15.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-cakirlar-da-kiralik-sifir-lux-1-plus1-1278990466/detay,15.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-kiralik-1-plus1-daire-1285014173/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-medicalpark-hastanesi-700m-cagaloglu-bulvari-2-sokak-ustu-1285031841/detay,23.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-astroyal-emlak-toplu-konuta-cephe-esyali-kiralik-1-plus1-daire-1283802394/detay,14.500 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-serdar-demirbas-tan-tramvaya-2-dakika-mesafede-2-plus1-daire-1290739121/detay,20.000 TL
https://www.sahibinden.com/ilan/emlak-konut-kiralik-atakum-yeni-mahalle-de-2-plus1-esyali-kiralik-daire-1285049274/detay,21.500 TL
